40.16041,7.254405,14.63066,9.07745,9.011368,41.69782,54.33745,57.13426,43.83397
0,2,2,2,3,1,8,6,3
7,0,0,0,0,6,7,4,5
1,0,0,0,0,0,3,0,1
1,0,0,0,0,0,3,0,1
1,0,0,0,0,0,3,0,1


