22.7134, 6.16102,14.7119,13.06906,8.626126,44.13612,41.27647,48.65554,31.6909
0,2,3,4,3,3,7,7,4
7,0,0,0,0,8,4,5,5
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1


